ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,VP_Issue_Code,Research_Issue_Code,Proposal_Name
Shanghai AJ Group Co Ltd.,2024-03-06 14:00:00,S,"CN        ",11,0,1.11,P,"Plan for the Share Repurchase by Means of Centralized Bidding: Shareholding Decrease Plan by Directors, Supervisors, Senior Management, The Controlling Shareholders, De Facto Controllers, Repurchase Proposer and the Shareholders Having Not Less Than 5 Percent Shareholding for the Next 3 or 6 Months","PLAN FOR THE SHARE REPURCHASE BY MEANS OF CENTRALIZED BIDDING: SHAREHOLDING   DECREASE PLAN BY DIRECTORS, SUPERVISORS, SENIOR MANAGEMENT, THE CONTROLLING   SHAREHOLDERS, DE FACTO CONTROLLERS, REPURCHASE PROPOSER AND THE SHAREHOLDERS  HAVING NOT LESS THAN 5 PERCENT SHAREHOLDING FOR THE NEXT 3 OR 6 MONTHS",440478,4230111,2024-02-21 02:48:00,5838,5838,"Plan for the Share Repurchase by Means of Centralized Bidding: Shareholding Decrease Plan by Directors, Supervisors, Senior Management, The Controlling Shareholders, De Facto Controllers, Repurchase Proposer and the Shareholders Having Not Less Than 5 Percent Shareholding for the Next 3 or 6 Months"
Adams Natural Resources Fund Inc,2024-03-25 00:00:00,A,"US        ",1,6,1.,D,Elect Jane Musser Nelson,Jane Musser Nelson,433690,4227194,2024-02-21 02:48:00,100,100,Elect Jane Musser Nelson
Genmab,2024-03-13 00:00:00,A,"US        ",4,0,5a.,P,Elect Deirdre P. Connelly,Re-election of Deirdre P. Connelly,430719,4227003,2024-02-21 02:48:00,5100,5100,Elect Deirdre P. Connelly
Infrea AB,2024-03-13 15:00:00,S,"SE        ",9,0,5,P,Compliance with Rules of Convocation,ACKNOWLEDGE PROPER CONVENING OF MEETING,440472,4231022,2024-02-21 02:48:00,5759,5759,Compliance with Rules of Convocation
Hanjin Transportation,2024-03-20 09:00:00,A,"KR        ",3,0,3,P,Election of Independent Director to Be Appointed as Audit Committee Member: KIM Kyeong Won,ELECTION OF OUTSIDE DIRECTOR WHO IS AN AUDIT COMMITTEE MEMBER GIM GYEONG WON,426318,4228682,2024-02-21 02:48:00,5100,5100,Election of Independent Director to Be Appointed as Audit Committee Member: KIM Kyeong Won
Gogold Resources Inc,2024-03-26 18:00:00,A,"CA        ",7,0,1.6,P,Elect Bradley Langille,ELECTION OF DIRECTOR: BRADLEY LANGILLE,436467,4229087,2024-02-21 02:48:00,5100,5100,Elect Bradley Langille
Ono Sokki Co. Ltd,2024-03-19 10:00:00,A,"JP        ",4,0,1.4,P,Elect Hideaki Koike,"Appoint a Director Koike, Hideaki",436308,4228721,2024-02-21 02:48:00,5100,5100,Elect Hideaki Koike
Samsung Sds Co. Ltd,2024-03-20 09:00:00,A,"KR        ",2,0,2.1,P,Elect LEE In Sil,ELECTION OF OUTSIDE DIRECTOR: I IN SIL,425135,4228919,2024-02-21 02:48:00,5100,5100,Elect LEE In Sil
Samsung Sds Co. Ltd,2024-03-20 09:00:00,A,"KR        ",3,0,2.2,P,Elect HWANG Sung Woo,ELECTION OF INSIDE DIRECTOR: HWANG SEONG U,425135,4228920,2024-02-21 02:48:00,5100,5100,Elect HWANG Sung Woo
Lyxor Asset Management Luxembourg S.A.,2024-02-26 14:00:00,A,"LU        ",3,0,2,P,Accounts and Reports,APPROVE FINANCIAL STATEMENTS,439447,4227216,2024-02-21 02:48:00,5030,5030,Accounts and Reports
Lyxor Asset Management Luxembourg S.A.,2024-02-26 14:00:00,A,"LU        ",4,0,3,P,Allocation of Profits/Dividends,APPROVE ALLOCATION OF INCOME AND DIVIDENDS,439447,4227217,2024-02-21 02:48:00,5000,5000,Allocation of Profits/Dividends
Solid Inc,2024-03-28 09:00:00,A,"KR        ",5,0,3.3,P,Elect CHO Seung Hyun,ELECTION OF OUTSIDE DIRECTOR CHO SEUNG HYUN,429233,4227869,2024-02-21 02:48:00,5100,5100,Elect CHO Seung Hyun
Korean Air Lines,2024-03-21 09:00:00,A,"KR        ",1,0,1,P,Financial Statements and Allocation of Profits/Dividends,APPROVAL OF FINANCIAL STATEMENTS,425222,4229405,2024-02-21 02:48:00,5031,5031,Financial Statements and Allocation of Profits/Dividends
Avivasa Emeklilik Ve Hayat A.S.,2024-03-19 16:00:00,A,"TR        ",5,0,2,P,Presentation of Directors' Report,READING AND DISCUSSION OF THE BOARD OF DIRECTORS ANNUAL REPORT FOR 2023,434994,4226917,2024-02-21 02:48:00,5759,5759,Presentation of Directors' Report
Avivasa Emeklilik Ve Hayat A.S.,2024-03-19 16:00:00,A,"TR        ",10,0,7,P,Election of Directors; Board Term Length,ELECTION OF THE MEMBERS OF THE BOARD OF DIRECTORS AND DETERMINATION OF THEIR  TERMS OF OFFICE,434994,4229171,2024-02-21 02:48:00,5103,5103,Election of Directors; Board Term Length
Jamjoom Pharmaceuticals Factory Co.,2024-03-12 22:00:00,S,"SA        ",9,0,9,P,Amendments to Article 15 (Board Vacancy),"VOTING ON THE AMENDMENT TO ARTICLE (15) OF THE COMPANY S BY-LAWS RELATING TO  THE EXPIRY OF THE BOARD OF DIRECTORS TERM, RETIREMENT OF ITS MEMBERS, OR      VACANCY IN MEMBERSHIP",440476,4229974,2024-02-21 02:48:00,6180,6180,Amendments to Article 15 (Board Vacancy)
Jamjoom Pharmaceuticals Factory Co.,2024-03-12 22:00:00,S,"SA        ",8,0,8,P,Amendments to Article 13 (Board of Directors),VOTING ON THE AMENDMENT TO ARTICLE (13) OF THE COMPANY S BY-LAWS RELATING TO  THE FORMATION OF THE BOARD OF DIRECTORS,440476,4229973,2024-02-21 02:48:00,6180,6180,Amendments to Article 13 (Board of Directors)
Genmab,2024-03-13 00:00:00,A,"US        ",14,0,7d.,P,Remuneration Policy,Adoption of a Remuneration Policy for the Board of Directors and Executive Management of Genmab A/S.,430719,4227029,2024-02-21 02:48:00,5605,5605,Remuneration Policy
Gogold Resources Inc,2024-03-26 18:00:00,A,"CA        ",3,0,1.2,P,Elect Karen Flores,ELECTION OF DIRECTOR: KAREN FLORES,436467,4229083,2024-02-21 02:48:00,5100,5100,Elect Karen Flores
Seah Besteel Holdings Corporation,2024-03-20 10:00:00,A,"KR        ",2,0,2,P,Amendments to Articles,AMENDMENT OF ARTICLES OF INCORPRATION,429215,4228949,2024-02-21 02:48:00,6184,6184,Amendments to Articles
Seah Besteel Holdings Corporation,2024-03-20 10:00:00,A,"KR        ",3,0,3.1,P,Elect PARK Seong Joon,ELECTION OF INSIDE DIRECTOR: BAK SEONG JUN,429215,4228951,2024-02-21 02:48:00,5100,5100,Elect PARK Seong Joon
Multicampus Corporation,2024-03-20 09:00:00,A,"KR        ",1,0,1,P,"Financial Statements and Allocation of Profits/Dividends
",APPROVAL OF FINANCIAL STATEMENTS,426423,4228958,2024-02-21 02:48:00,5031,5031,"Financial Statements and Allocation of Profits/Dividends
"
Lyxor Asset Management Luxembourg S.A.,2024-02-26 14:00:00,A,"LU        ",5,0,4,P,Ratification of Board Acts,APPROVE DISCHARGE OF DIRECTORS,439447,4227218,2024-02-21 02:48:00,5700,5700,Ratification of Board Acts
Brunner Investment Trust plc,2024-03-25 12:00:00,A,"GB        ",13,0,13,P,Authority to Issue Shares w/o Preemptive Rights,AUTHORISE ISSUE OF EQUITY WITHOUT PRE-EMPTIVE RIGHTS,439345,4227729,2024-02-21 02:48:00,5803,5803,Authority to Issue Shares w/o Preemptive Rights
Solid Inc,2024-03-28 09:00:00,A,"KR        ",6,0,4,P,Election of Independent Director to Be Appointed as Audit Committee Member: PARK Hae Joon,ELECTION OF OUTSIDE DIRECTOR AS AUDIT COMMITTEE MEMBER PARK HYE JUN,429233,4227870,2024-02-21 02:48:00,5100,5100,Election of Independent Director to Be Appointed as Audit Committee Member: PARK Hae Joon
Dimed S.A.,2024-02-29 08:30:00,S,"BR        ",2,0,1,P,Amendments to Article 3 (Corporate Purpose),TO RESOLVE ON THE AMENDMENT OF THE CORPORATE PURPOSE OF THE COMPANY FOR THE   INCLUSION OF A SECONDARY SUPPLEMENTARY ACTIVITY OF CLINICAL ANALYSIS SERVICE,434194,4217142,2024-02-21 02:48:00,6185,6185,Amendments to Article 3 (Corporate Purpose)
Adams Natural Resources Fund Inc,2024-03-25 00:00:00,A,"US        ",1,0,1.,D,Election of Directors,DIRECTOR,433690,4227188,2024-02-21 02:48:00,100,100,Election of Directors
Signaux Girod,2024-03-28 10:00:00,Z,"FR        ",8,0,2,P,Consolidated Accounts and Reports,APPROVAL OF THE CONSOLIDATED FINANCIAL STATEMENTS FOR THE YEAR ENDED          30/09/2023,434362,4228440,2024-02-21 02:48:00,5030,5030,Consolidated Accounts and Reports
Signaux Girod,2024-03-28 10:00:00,Z,"FR        ",15,0,9,P,Authority to Repurchase and Reissue Shares,AUTHORISATION TO BE GIVEN TO THE BOARD OF DIRECTORS FOR THE PURCHASE BY THE   COMPANY OF ITS OWN SHARES IN ACCORDANCE WITH ARTICLES L. 22-10-62 ET SEQ. OF  THE FRENCH COMMERCIAL CODE,434362,4228447,2024-02-21 02:48:00,5896,5896,Authority to Repurchase and Reissue Shares
Signaux Girod,2024-03-28 10:00:00,Z,"FR        ",17,0,11,P,Authority to Cancel Shares and Reduce Capital,DELEGATION TO THE BOARD OF DIRECTORS TO REDUCE SHARE CAPITAL BY CANCELLING    SHARES ACQUIRED UNDER A SHARE REPURCHASE PROGRAM,434362,4228449,2024-02-21 02:48:00,5820,5820,Authority to Cancel Shares and Reduce Capital
Gan & Lee Pharmaceuticals Co Ltd,2024-03-11 14:00:00,S,"CN        ",5,0,5,P,"Amendments to Procedural Rules: Board Meetings ",AMENDMENTS TO THE COMPANY S RULES OF PROCEDURE GOVERNING THE BOARD MEETINGS,440469,4230312,2024-02-21 02:48:00,6193,6193,"Amendments to Procedural Rules: Board Meetings "
Shanghai AJ Group Co Ltd.,2024-03-06 14:00:00,S,"CN        ",12,0,1.12,P,Plan for the Share Repurchase by Means of Centralized Bidding: Relevant Information on the Repurchase Proposer,PLAN FOR THE SHARE REPURCHASE BY MEANS OF CENTRALIZED BIDDING: RELEVANT       INFORMATION ON THE REPURCHASE PROPOSER,440478,4230112,2024-02-21 02:48:00,5838,5838,Plan for the Share Repurchase by Means of Centralized Bidding: Relevant Information on the Repurchase Proposer
Jamjoom Pharmaceuticals Factory Co.,2024-03-12 22:00:00,S,"SA        ",18,0,18,P,Amendments to Article 36 (Entitlement to Profits),VOTING ON THE AMENDMENT TO ARTICLE (36) OF THE COMPANY S BY-LAWS RELATING TO  THE DIVIDENDS ENTITLEMENT,440476,4229982,2024-02-21 02:48:00,6180,6180,Amendments to Article 36 (Entitlement to Profits)
Jamjoom Pharmaceuticals Factory Co.,2024-03-12 22:00:00,S,"SA        ",19,0,19,P,Amendments to Article 38 (Company Termination),VOTING ON THE AMENDMENT TO ARTICLE (38) OF THE COMPANY S BY-LAWS RELATING TO  DISSOLUTION OF THE COMPANY,440476,4229983,2024-02-21 02:48:00,6180,6180,Amendments to Article 38 (Company Termination)
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
Jamjoom Pharmaceuticals Factory Co.,2024-03-12 22:00:00,S,"SA        ",1,0,1,P,Ratify Appointment of Georges P. Schorderet,VOTING ON THE BOARD OF DIRECTORS RESOLUTION TO APPOINT A MEMBER OF THE BOARD  OF DIRECTORS (INDEPENDENT MEMBER) STARTING FROM THE DATE OF HIS APPOINTMENT   ON 03/07/2023 TO COMPLETE THE BOARD TERM UNTIL THE END OF THE CURRENT SESSION ON 18/06/2025: MR. GEORGES P. SCHORDERET,440476,4229966,2024-02-21 02:48:00,5145,5145,Ratify Appointment of Georges P. Schorderet
Jamjoom Pharmaceuticals Factory Co.,2024-03-12 22:00:00,S,"SA        ",2,0,2,P,Amendments to Remuneration Policy,VOTING ON THE AMENDMENT OF THE REMUNERATION POLICY OF THE MEMBERS OF THE      BOARD OF DIRECTORS AND ITS COMMITTEES AND THE EXECUTIVE MANAGEMENT,440476,4229967,2024-02-21 02:48:00,6184,6184,Amendments to Remuneration Policy
Genmab,2024-03-13 00:00:00,A,"US        ",7,0,5d.,P,Elect Elizabeth O’Farrell,Re-election of Elizabeth O Farrell,430719,4227006,2024-02-21 02:48:00,5100,5100,Elect Elizabeth O’Farrell
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
Infrea AB,2024-03-13 15:00:00,S,"SE        ",7,0,3,P,Agenda,APPROVE AGENDA OF MEETING,440472,4231020,2024-02-21 02:48:00,5759,5759,Agenda
Hyundai Bioland Co. Ltd.,2024-03-20 09:00:00,A,"KR        ",2,0,2,P,Directors' Fees,APPROVAL OF REMUNERATION FOR DIRECTOR,426409,4228644,2024-02-21 02:48:00,5500,5500,Directors' Fees
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
Signaux Girod,2024-03-28 10:00:00,Z,"FR        ",13,0,7,P,Elect Valérie Conclois,RENEWAL OF THE TERM OF OFFICE OF VALERIE GIROD AS DIRECTOR OR APPOINTMENT OF  A NEW DIRECTOR TO REPLACE,434362,4228445,2024-02-21 02:48:00,5100,5100,Elect Valérie Conclois
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
Gan & Lee Pharmaceuticals Co Ltd,2024-03-11 14:00:00,S,"CN        ",8,0,8,P,"Amendments to Management System for Raised Funds ",AMENDMENTS TO THE RAISED FUNDS MANAGEMENT SYSTEM,440469,4230315,2024-02-21 02:48:00,6193,6193,"Amendments to Management System for Raised Funds "
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
Avivasa Emeklilik Ve Hayat A.S.,2024-03-19 16:00:00,A,"TR        ",17,0,14,P,Presentation of Report on Charitable Donations,PRESENTATION OF INFORMATION TO GENERAL ASSEMBLY ON DONATIONS AND GRANTS MADE  DURING THE YEAR 2023,434994,4226925,2024-02-21 02:48:00,5759,5759,Presentation of Report on Charitable Donations
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
iShares II Plc - EUR HY Corp Bd ESG UCITS ETF EUR,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",7,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE  UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
iShares II Public Limited Company - iShares J.P. M,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
iShares II Plc - iShares MSCI Europe SRI UCITS ETF,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
BlackRock Asset Management Ireland Limited,2024-04-19 11:00:00,A,"IE        ",6,0,4,P,Elect Ros O'Shea,TO RE-APPOINT ROS O  SHEA AS A DIRECTOR OF THE COMPANY IN ACCORDANCE WITH THE UK CORPORATE GOVERNANCE CODE,440473,4230081,2024-02-21 02:48:00,5100,5100,Elect Ros O'Shea
