ISSUER_NAME,MEETING_DATE,MEETING_TYPE,COUNTRY_A2,PROPOSAL_NUMBER,PROPOSAL_SUB_NUMBER,PROPOSAL_LABEL,PROPOSAL_TYPE_CODE,PROPOSAL_TEXT,PROPOSAL_LONGTEXT,RP_PROXY_ID,RP_PROPOSAL_ID,CREATED_DT,ISSUE_CODE
Bankinter SA,3/21/2024 12:30,A,ES        ,10,0,6.2,P,"THE APPOINTMENT OF TERESA PAZ-ARES RODRIGUEZ, AS INDEPENDENT EXTERNAL         DIRECTOR","THE APPOINTMENT OF TERESA PAZ-ARES RODRIGUEZ, AS INDEPENDENT EXTERNAL         DIRECTOR",NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,11,0,6.3,P,ESTABLISHMENT OF THE NUMBER OF DIRECTORS,ESTABLISHMENT OF THE NUMBER OF DIRECTORS,NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,12,0,7,P,APPROVAL OF A RESTRICTED CAPITALISATION RESERVE PURSUANT TO THE PROVISIONS OF ARTICLE 25.1.B) OF LAW 27/2014 OF 27 NOVEMBER ON CORPORATE INCOME TAX,APPROVAL OF A RESTRICTED CAPITALISATION RESERVE PURSUANT TO THE PROVISIONS OF ARTICLE 25.1.B) OF LAW 27/2014 OF 27 NOVEMBER ON CORPORATE INCOME TAX,NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,13,0,8,P,"DELEGATION TO THE BOARD OF DIRECTORS, IN ACCORDANCE WITH ARTICLE 297.1.B) OF  THE SPANISH COMPANIES ACT, INCLUDING THE EXPLICIT POWER TO DELEGATE THIS      POWER TO THE EXECUTIVE COMMITTEE, OF THE POWER TO INCREASE THE SHARE CAPITAL, FOR A TERM OF FIVE YEARS, BY UP TO A MAXIMUM OF 50% OF THE COMPANY S SHARE    CAPITAL ON THE AUTHORISATION DATE. DELEGATION OF THE POWER TO EXCLUDE         PREEMPTIVE SUBSCRIPTION RIGHTS, ALTHOUGH THIS POWER WILL BE LIMITED TO 10% OF THE BANK S SHARE CAPITAL ON THE ","DELEGATION TO THE BOARD OF DIRECTORS, IN ACCORDANCE WITH ARTICLE 297.1.B) OF  THE SPANISH COMPANIES ACT, INCLUDING THE EXPLICIT POWER TO DELEGATE THIS      POWER TO THE EXECUTIVE COMMITTEE, OF THE POWER TO INCREASE THE SHARE CAPITAL, FOR A TERM OF FIVE YEARS, BY UP TO A MAXIMUM OF 50% OF THE COMPANY S SHARE    CAPITAL ON THE AUTHORISATION DATE. DELEGATION OF THE POWER TO EXCLUDE         PREEMPTIVE SUBSCRIPTION RIGHTS, ALTHOUGH THIS POWER WILL BE LIMITED TO 10% OF THE BANK S SHARE CAPITAL ON THE AUTHORISATION DATE",NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,14,0,9,P,"DELEGATION TO THE BOARD OF DIRECTORS, INCLUDING THE EXPLICIT POWER TO         DELEGATE THIS POWER TO THE EXECUTIVE COMMITTEE, FOR A TERM OF FIVE (5) YEARS, THE POWER TO ISSUE SECURITIES EXCHANGEABLE FOR AND/OR CONVERTIBLE INTO        COMPANY SHARES, WITH THE MAXIMUM LIMIT OF ONE BILLION (1,000,000,000) EUROS.  ESTABLISHMENT OF THE CRITERIA FOR DETERMINING THE TERMS AND FORMS OF EXCHANGE AND/OR CONVERSION AND POWER TO INCREASE THE SHARE CAPITAL BY THE AMOUNT       NEEDED TO COVER THE CONVERSION O","DELEGATION TO THE BOARD OF DIRECTORS, INCLUDING THE EXPLICIT POWER TO         DELEGATE THIS POWER TO THE EXECUTIVE COMMITTEE, FOR A TERM OF FIVE (5) YEARS, THE POWER TO ISSUE SECURITIES EXCHANGEABLE FOR AND/OR CONVERTIBLE INTO        COMPANY SHARES, WITH THE MAXIMUM LIMIT OF ONE BILLION (1,000,000,000) EUROS.  ESTABLISHMENT OF THE CRITERIA FOR DETERMINING THE TERMS AND FORMS OF EXCHANGE AND/OR CONVERSION AND POWER TO INCREASE THE SHARE CAPITAL BY THE AMOUNT       NEEDED TO COVER THE CONVERSION OF THE SECURITIES. DELEGATION TO AGREE, WHERE  APPLICABLE, ON THE COMPLETE OR PARTIAL EXCLUSION OF PREEMPTIVE SUBSCRIPTION,  EXCHANGE OR EXERCISE RIGHTS",NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,15,0,10.1,P,"APPROVAL OF THE REMUNERATION POLICY FOR THE DIRECTORS OF BANKINTER, S.A.,     WHICH INCLUDES THE MAXIMUM AMOUNT OF ANNUAL REMUNERATION TO BE PAID TO        DIRECTORS FOR PERFORMING THEIR DUTIES","APPROVAL OF THE REMUNERATION POLICY FOR THE DIRECTORS OF BANKINTER, S.A.,     WHICH INCLUDES THE MAXIMUM AMOUNT OF ANNUAL REMUNERATION TO BE PAID TO        DIRECTORS FOR PERFORMING THEIR DUTIES",NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,16,0,10.2,P,"APPROVAL OF THE DELIVERY OF SHARES TO THE EXECUTIVE DIRECTORS FOR THEIR       EXECUTIVE DUTIES, AND TO SENIOR MANAGEMENT AS PART OF THE ANNUAL VARIABLE     REMUNERATION ACCRUED IN 2023","APPROVAL OF THE DELIVERY OF SHARES TO THE EXECUTIVE DIRECTORS FOR THEIR       EXECUTIVE DUTIES, AND TO SENIOR MANAGEMENT AS PART OF THE ANNUAL VARIABLE     REMUNERATION ACCRUED IN 2023",NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,17,0,10.3,P,APPROVAL OF THE MAXIMUM LEVEL OF VARIABLE REMUNERATION FOR SPECIFIC EMPLOYEES WHOSE PROFESSIONAL ACTIVITIES HAVE A SIGNIFICANT IMPACT ON THE RISK PROFILE   OF BANKINTER OR ITS GROUP,APPROVAL OF THE MAXIMUM LEVEL OF VARIABLE REMUNERATION FOR SPECIFIC EMPLOYEES WHOSE PROFESSIONAL ACTIVITIES HAVE A SIGNIFICANT IMPACT ON THE RISK PROFILE   OF BANKINTER OR ITS GROUP,NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,18,0,11,P,"DELEGATION OF POWERS TO THE BOARD OF DIRECTORS (INCLUDING THE POWER TO        DESIGNATE A SUBSTITUTE) TO FORMALISE, INTERPRET, CORRECT AND EXECUTE THE      RESOLUTIONS CARRIED BY THIS GENERAL MEETING","DELEGATION OF POWERS TO THE BOARD OF DIRECTORS (INCLUDING THE POWER TO        DESIGNATE A SUBSTITUTE) TO FORMALISE, INTERPRET, CORRECT AND EXECUTE THE      RESOLUTIONS CARRIED BY THIS GENERAL MEETING",NULL,NULL,3/4/2024 8:19,NULL
Bankinter SA,3/21/2024 12:30,A,ES        ,19,0,12,P,ANNUAL REPORT ON DIRECTOR REMUNERATION PURSUANT TO ARTICLE 541 OF THE SPANISH COMPANIES ACT,ANNUAL REPORT ON DIRECTOR REMUNERATION PURSUANT TO ARTICLE 541 OF THE SPANISH COMPANIES ACT,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,4,0,1,P,OPEN MEETING AND ELECT PRESIDING COUNCIL OF MEETING,OPEN MEETING AND ELECT PRESIDING COUNCIL OF MEETING,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,5,0,2,P,ACCEPT BOARD REPORT,ACCEPT BOARD REPORT,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,6,0,3,P,ACCEPT AUDIT REPORT,ACCEPT AUDIT REPORT,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,7,0,4,P,ACCEPT FINANCIAL STATEMENTS,ACCEPT FINANCIAL STATEMENTS,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,8,0,5,P,APPROVE ALLOCATION OF INCOME,APPROVE ALLOCATION OF INCOME,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,9,0,6,P,APPROVE SALE OF ASSETS,APPROVE SALE OF ASSETS,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,10,0,7,P,ELECT DIRECTORS,ELECT DIRECTORS,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,11,0,8,P,APPROVE DISCHARGE OF BOARD,APPROVE DISCHARGE OF BOARD,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,12,0,9,P,APPROVE DIRECTOR REMUNERATION,APPROVE DIRECTOR REMUNERATION,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,13,0,10,P,RATIFY EXTERNAL AUDITORS,RATIFY EXTERNAL AUDITORS,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,14,0,11,P,RECEIVE INFORMATION ON DONATIONS MADE IN 2023,RECEIVE INFORMATION ON DONATIONS MADE IN 2023,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,15,0,12,P,APPROVE DONATION POLICY,APPROVE DONATION POLICY,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,16,0,13,P,APPROVE UPPER LIMIT OF DONATIONS FOR 2024,APPROVE UPPER LIMIT OF DONATIONS FOR 2024,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,17,0,14,P,RECEIVE INFORMATION ON DISCLOSURE POLICY,RECEIVE INFORMATION ON DISCLOSURE POLICY,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,18,0,15,P,RECEIVE INFORMATION ON PROFIT DISTRIBUTION POLICY,RECEIVE INFORMATION ON PROFIT DISTRIBUTION POLICY,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,19,0,16,P,GRANT PERMISSION FOR BOARD MEMBERS TO ENGAGE IN COMMERCIAL TRANSACTIONS WITH  COMPANY AND BE INVOLVED WITH COMPANIES WITH SIMILAR CORPORATE PURPOSE IN      ACCORDANCE WITH ARTICLES 395 AND 396 OF TURKISH COMMERCIAL LAW,GRANT PERMISSION FOR BOARD MEMBERS TO ENGAGE IN COMMERCIAL TRANSACTIONS WITH  COMPANY AND BE INVOLVED WITH COMPANIES WITH SIMILAR CORPORATE PURPOSE IN      ACCORDANCE WITH ARTICLES 395 AND 396 OF TURKISH COMMERCIAL LAW,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,20,0,17,P,RECEIVE INFORMATION IN ACCORDANCE WITH ARTICLE 1.3.6 OF CAPITAL MARKETS BOARD CORPORATE GOVERNANCE PRINCIPLES,RECEIVE INFORMATION IN ACCORDANCE WITH ARTICLE 1.3.6 OF CAPITAL MARKETS BOARD CORPORATE GOVERNANCE PRINCIPLES,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,21,0,18,P,RECEIVE INFORMATION ON REMUNERATION POLICY,RECEIVE INFORMATION ON REMUNERATION POLICY,NULL,NULL,3/4/2024 8:19,NULL
QNB Finansbank A.S.,3/28/2024 11:00,A,TR        ,22,0,19,P,WISHES AND CLOSE MEETING,WISHES AND CLOSE MEETING,NULL,NULL,3/4/2024 8:19,NULL
Giordano International Ltd.,4/3/2024 15:00,S,BM        ,3,0,1,P,"TO REMOVE MR. LAU KWOK KUEN, PETER FROM HIS POSITION AS A DIRECTOR","TO REMOVE MR. LAU KWOK KUEN, PETER FROM HIS POSITION AS A DIRECTOR",NULL,NULL,3/4/2024 8:19,NULL
Giordano International Ltd.,4/3/2024 15:00,S,BM        ,4,0,2,P,"TO APPOINT MR. CURRIE, COLIN MELVILLE KENNEDY AS AN EXECUTIVE DIRECTOR","TO APPOINT MR. CURRIE, COLIN MELVILLE KENNEDY AS AN EXECUTIVE DIRECTOR",NULL,NULL,3/4/2024 8:19,NULL
Giordano International Ltd.,4/3/2024 15:00,S,BM        ,5,0,3,P,"TO APPOINT MS. CHENG CHI-MAN, SONIA AS A NON-EXECUTIVE DIRECTOR","TO APPOINT MS. CHENG CHI-MAN, SONIA AS A NON-EXECUTIVE DIRECTOR",NULL,NULL,3/4/2024 8:19,NULL
Giordano International Ltd.,4/3/2024 15:00,S,BM        ,6,0,4,P,"TO APPOINT MR. CHENG CHI LEONG, CHRISTOPHER AS A NON-EXECUTIVE DIRECTOR","TO APPOINT MR. CHENG CHI LEONG, CHRISTOPHER AS A NON-EXECUTIVE DIRECTOR",NULL,NULL,3/4/2024 8:19,NULL
Giordano International Ltd.,4/3/2024 15:00,S,BM        ,7,0,5,P,"TO APPOINT MR. HUANG, VICTOR AS AN INDEPENDENT NON-EXECUTIVE DIRECTOR","TO APPOINT MR. HUANG, VICTOR AS AN INDEPENDENT NON-EXECUTIVE DIRECTOR",NULL,NULL,3/4/2024 8:19,NULL
Giordano International Ltd.,4/3/2024 15:00,S,BM        ,8,0,6,P,"TO REQUEST THE BOARD TO, FORTHWITH FOLLOWING THE CONCLUSION OF THE MEETING,   CONVENE BOARD OR BOARD COMMITTEE MEETINGS FOR THE PURPOSE OF PASSING ALL      NECESSARY RESOLUTIONS TO REMOVE OR TERMINATE MR. LAU KWOK KUEN, PETER FROM    HIS POSITION AS THE CHIEF EXECUTIVE OF THE COMPANY AND TO APPOINT MR. CURRIE, COLIN MELVILLE KENNEDY (THE PROPOSED EXECUTIVE DIRECTOR) AS THE NEW CHIEF     EXECUTIVE OF THE COMPANY WITH IMMEDIATE EFFECT OR AS SOON AS POSSIBLE AFTER   THE DATE OF PASSING OF THE RELEV","TO REQUEST THE BOARD TO, FORTHWITH FOLLOWING THE CONCLUSION OF THE MEETING,   CONVENE BOARD OR BOARD COMMITTEE MEETINGS FOR THE PURPOSE OF PASSING ALL      NECESSARY RESOLUTIONS TO REMOVE OR TERMINATE MR. LAU KWOK KUEN, PETER FROM    HIS POSITION AS THE CHIEF EXECUTIVE OF THE COMPANY AND TO APPOINT MR. CURRIE, COLIN MELVILLE KENNEDY (THE PROPOSED EXECUTIVE DIRECTOR) AS THE NEW CHIEF     EXECUTIVE OF THE COMPANY WITH IMMEDIATE EFFECT OR AS SOON AS POSSIBLE AFTER   THE DATE OF PASSING OF THE RELEVANT RESOLUTIONS",NULL,NULL,3/4/2024 8:19,NULL
Giordano International Ltd.,4/3/2024 15:00,S,BM        ,9,0,7,P,"TO AUTHORISE ANY ONE OR MORE OF THE DIRECTORS OR THE SECRETARY OF THE COMPANY TO DO ALL SUCH ACTS AND THINGS AND EXECUTE ALL SUCH DOCUMENTS AS HE/SHE/THEY  MAY CONSIDER NECESSARY, DESIRABLE OR EXPEDIENT FOR THE PURPOSE OF OR IN       CONNECTION WITH, THE IMPLEMENTATION OF AND GIVING EFFECT TO THE               AFOREMENTIONED RESOLUTIONS AND TO ATTEND TO ANY NECESSARY REGISTRATION AND/OR FILING FOR AND ON BEHALF OF THE COMPANY","TO AUTHORISE ANY ONE OR MORE OF THE DIRECTORS OR THE SECRETARY OF THE COMPANY TO DO ALL SUCH ACTS AND THINGS AND EXECUTE ALL SUCH DOCUMENTS AS HE/SHE/THEY  MAY CONSIDER NECESSARY, DESIRABLE OR EXPEDIENT FOR THE PURPOSE OF OR IN       CONNECTION WITH, THE IMPLEMENTATION OF AND GIVING EFFECT TO THE               AFOREMENTIONED RESOLUTIONS AND TO ATTEND TO ANY NECESSARY REGISTRATION AND/OR FILING FOR AND ON BEHALF OF THE COMPANY",NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,1,0,1.1,P,ELECT DIRECTOR PETER COLEMAN,ELECT DIRECTOR PETER COLEMAN,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,2,0,1.2,P,ELECT DIRECTOR PATRICK DE LA CHEVARDIERE,ELECT DIRECTOR PATRICK DE LA CHEVARDIERE,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,3,0,1.3,P,ELECT DIRECTOR MIGUEL GALUCCIO,ELECT DIRECTOR MIGUEL GALUCCIO,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,4,0,1.4,P,ELECT DIRECTOR JIM HACKETT,ELECT DIRECTOR JIM HACKETT,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,5,0,1.5,P,ELECT DIRECTOR OLIVIER LE PEUCH,ELECT DIRECTOR OLIVIER LE PEUCH,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,6,0,1.6,P,ELECT DIRECTOR SAMUEL LEUPOLD,ELECT DIRECTOR SAMUEL LEUPOLD,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,7,0,1.7,P,ELECT DIRECTOR TATIANA MITROVA,ELECT DIRECTOR TATIANA MITROVA,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,8,0,1.8,P,ELECT DIRECTOR MARIA MORAEUS HANSSEN,ELECT DIRECTOR MARIA MORAEUS HANSSEN,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,9,0,1.9,P,ELECT DIRECTOR VANITHA NARAYANAN,ELECT DIRECTOR VANITHA NARAYANAN,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,10,0,1.1,P,ELECT DIRECTOR JEFF SHEETS,ELECT DIRECTOR JEFF SHEETS,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,11,0,1.11,P,ELECT DIRECTOR ULRICH SPIESSHOFER,ELECT DIRECTOR ULRICH SPIESSHOFER,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,12,0,2,P,ADVISORY VOTE TO RATIFY NAMED EXECUTIVE OFFICERS  COMPENSATION,ADVISORY VOTE TO RATIFY NAMED EXECUTIVE OFFICERS  COMPENSATION,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,13,0,3,P,ADOPT AND APPROVE FINANCIALS AND DIVIDENDS,ADOPT AND APPROVE FINANCIALS AND DIVIDENDS,NULL,NULL,3/4/2024 8:19,NULL
Schlumberger Ltd.,4/3/2024 9:00,A,CW        ,14,0,4,P,RATIFY PRICEWATERHOUSECOOPERS LLP AS AUDITORS,RATIFY PRICEWATERHOUSECOOPERS LLP AS AUDITORS,NULL,NULL,3/4/2024 8:19,NULL
Refinaria De Petroleos De Manguinhos,3/22/2024 14:00,S,BR        ,3,0,1,P,TO TAKE NOTE OF THE RESIGNATION OF AN INDEPENDENT FULL MEMBER OF THE BOARD OF DIRECTORS,TO TAKE NOTE OF THE RESIGNATION OF AN INDEPENDENT FULL MEMBER OF THE BOARD OF DIRECTORS,NULL,NULL,3/4/2024 8:19,NULL
Refinaria De Petroleos De Manguinhos,3/22/2024 14:00,S,BR        ,4,0,2,P,"TO RESOLVE ON THE ELECTION OF AN INDEPENDENT MEMBER OF THE BOARD OF           DIRECTORS, APPOINTED BY THE MINORITY SHAREHOLDER PLANO POSTALPREV, POSTALIS,  TO FILL THE VACANCY WITH A TERM IN OFFICE UNTIL THE ANNUAL GENERAL MEETING OF 2026","TO RESOLVE ON THE ELECTION OF AN INDEPENDENT MEMBER OF THE BOARD OF           DIRECTORS, APPOINTED BY THE MINORITY SHAREHOLDER PLANO POSTALPREV, POSTALIS,  TO FILL THE VACANCY WITH A TERM IN OFFICE UNTIL THE ANNUAL GENERAL MEETING OF 2026",NULL,NULL,3/4/2024 8:19,NULL
Refinaria De Petroleos De Manguinhos,3/22/2024 14:00,S,BR        ,5,0,3,P,"DO YOU WISH TO REQUEST THE ADOPTION OF THE CUMULATIVE VOTING PROCESS FOR THE  ELECTION OF THE BOARD OF DIRECTORS, UNDER THE TERMS OF ARTICLE 141 OF LAW     6,404 OF 1976. IN THE EVENT THAT YOU HAVE ANSWERED NO OR ABSTAINED, YOUR      SHARES WILL NOT BE COUNTED FOR PURPOSES OF THE REQUEST FOR THE CUMULATIVE     VOTE","DO YOU WISH TO REQUEST THE ADOPTION OF THE CUMULATIVE VOTING PROCESS FOR THE  ELECTION OF THE BOARD OF DIRECTORS, UNDER THE TERMS OF ARTICLE 141 OF LAW     6,404 OF 1976. IN THE EVENT THAT YOU HAVE ANSWERED NO OR ABSTAINED, YOUR      SHARES WILL NOT BE COUNTED FOR PURPOSES OF THE REQUEST FOR THE CUMULATIVE     VOTE",NULL,NULL,3/4/2024 8:19,NULL
Refinaria De Petroleos De Manguinhos,3/22/2024 14:00,S,BR        ,6,0,4.1,P,"ELECTION OF THE BOARD OF DIRECTORS PER CANDIDATE. APPOINTMENT OF CANDIDATE TO THE BOARD OF DIRECTORS, THE SHAREHOLDER MAY APPOINT AS MANY CANDIDATES AS THE NUMBER OF VACANCIES TO BE FILLED AT THE GENERAL ELECTION. THE VOTES INDICATED IN THIS FIELD WILL BE DISREGARDED IN THE EVENT THE SHAREHOLDER WHO OWNS       SHARES WITH VOTING RIGHTS ALSO FILLS OUT THE FIELDS PRESENT IN THE SEPARATE   ELECTION OF A MEMBER OF THE BOARD OF DIRECTORS AND THE SEPARATE ELECTION THAT IS DEALT WITH IN THESE FIELDS OC","ELECTION OF THE BOARD OF DIRECTORS PER CANDIDATE. APPOINTMENT OF CANDIDATE TO THE BOARD OF DIRECTORS, THE SHAREHOLDER MAY APPOINT AS MANY CANDIDATES AS THE NUMBER OF VACANCIES TO BE FILLED AT THE GENERAL ELECTION. THE VOTES INDICATED IN THIS FIELD WILL BE DISREGARDED IN THE EVENT THE SHAREHOLDER WHO OWNS       SHARES WITH VOTING RIGHTS ALSO FILLS OUT THE FIELDS PRESENT IN THE SEPARATE   ELECTION OF A MEMBER OF THE BOARD OF DIRECTORS AND THE SEPARATE ELECTION THAT IS DEALT WITH IN THESE FIELDS OCCURS. LIMIT OF VACANCIES 1. VINICIUS MORENO",NULL,NULL,3/4/2024 8:19,NULL
Refinaria De Petroleos De Manguinhos,3/22/2024 14:00,S,BR        ,7,0,5,P,"IN THE EVENT OF THE ADOPTION OF THE CUMULATIVE VOTING PROCESS, SHOULD THE     VOTES CORRESPONDING TO YOUR SHARES BE DISTRIBUTED IN EQUAL PERCENTAGES ACROSS THE MEMBERS THAT YOU HAVE CHOSEN. IF THE SHAREHOLDER CHOOSES YES AND ALSO     INDICATES THE APPROVE ANSWER TYPE FOR SPECIFIC CANDIDATES AMONG THOSE LISTED  BELOW, THEIR VOTES WILL BE DISTRIBUTED PROPORTIONALLY AMONG THESE CANDIDATES. IF THE SHAREHOLDER CHOOSES NO OR ABSTAIN AND THE ELECTION OCCURS BY THE       CUMULATIVE VOTING PROCESS, THE S","IN THE EVENT OF THE ADOPTION OF THE CUMULATIVE VOTING PROCESS, SHOULD THE     VOTES CORRESPONDING TO YOUR SHARES BE DISTRIBUTED IN EQUAL PERCENTAGES ACROSS THE MEMBERS THAT YOU HAVE CHOSEN. IF THE SHAREHOLDER CHOOSES YES AND ALSO     INDICATES THE APPROVE ANSWER TYPE FOR SPECIFIC CANDIDATES AMONG THOSE LISTED  BELOW, THEIR VOTES WILL BE DISTRIBUTED PROPORTIONALLY AMONG THESE CANDIDATES. IF THE SHAREHOLDER CHOOSES NO OR ABSTAIN AND THE ELECTION OCCURS BY THE       CUMULATIVE VOTING PROCESS, THE SHAREHOLDER S VOTE SHALL BE COUNTED AS AN      ABSTENTION IN THE RESPECTIVE RESOLUTION OF THE MEETING",NULL,NULL,3/4/2024 8:19,NULL
Refinaria De Petroleos De Manguinhos,3/22/2024 14:00,S,BR        ,8,0,6.1,P,VISUALIZATION OF ALL CANDIDATES TO INDICATE THE DISTRIBUTION OF CUMULATIVE    VOTE. VINICIUS MORENO,VISUALIZATION OF ALL CANDIDATES TO INDICATE THE DISTRIBUTION OF CUMULATIVE    VOTE. VINICIUS MORENO,NULL,NULL,3/4/2024 8:19,NULL
Refinaria De Petroleos De Manguinhos,3/22/2024 14:00,S,BR        ,9,0,7,P,"DO YOU WISH TO REQUEST THE SEPARATE ELECTION OF A MEMBER OF THE BOARD OF      DIRECTORS, UNDER THE TERMS OF ARTICLE 141, 4, I OF LAW 6,404 OF 1976.         SHAREHOLDER CAN ONLY FILL OUT THIS FIELD IF HE HAS BEEN THE OWNER, WITHOUT    INTERRUPTION, OF THE SHARES WITH WHICH HE OR SHE IS VOTING DURING THE THREE   MONTHS IMMEDIATELY PRIOR TO THE HOLDING OF THE GENERAL MEETING. IN THE EVENT  THAT YOU SHAREHOLDER ANSWERED NO OR ABSTAINED, HIS SHARES WILL NOT BE COUNTED FOR PURPOSES OF THE REQUEST FOR ","DO YOU WISH TO REQUEST THE SEPARATE ELECTION OF A MEMBER OF THE BOARD OF      DIRECTORS, UNDER THE TERMS OF ARTICLE 141, 4, I OF LAW 6,404 OF 1976.         SHAREHOLDER CAN ONLY FILL OUT THIS FIELD IF HE HAS BEEN THE OWNER, WITHOUT    INTERRUPTION, OF THE SHARES WITH WHICH HE OR SHE IS VOTING DURING THE THREE   MONTHS IMMEDIATELY PRIOR TO THE HOLDING OF THE GENERAL MEETING. IN THE EVENT  THAT YOU SHAREHOLDER ANSWERED NO OR ABSTAINED, HIS SHARES WILL NOT BE COUNTED FOR PURPOSES OF THE REQUEST FOR THE SEPARATE ELECTION",NULL,NULL,3/4/2024 8:19,NULL
Refinaria De Petroleos De Manguinhos,3/22/2024 14:00,S,BR        ,10,0,8.1,P,"SEPARATE ELECTION OF THE BOARD OF DIRECTORS. COMMON SHARES. APPOINTMENT OF    MEMBERS TO THE BOARD OF DIRECTORS BY MINORITY SHAREHOLDERS WHO HOLD SHARES    WITH VOTING RIGHTS, SHAREHOLDER CAN ONLY FILL OUT THIS FIELD IF HE HAS BEEN   THE OWNER, WITHOUT INTERRUPTION, OF THE SHARES WITH WHICH HE OR SHE IS VOTING DURING THE THREE MONTHS IMMEDIATELY PRIOR TO THE HOLDING OF THE GENERAL       MEETING. VINICIUS MORENO","SEPARATE ELECTION OF THE BOARD OF DIRECTORS. COMMON SHARES. APPOINTMENT OF    MEMBERS TO THE BOARD OF DIRECTORS BY MINORITY SHAREHOLDERS WHO HOLD SHARES    WITH VOTING RIGHTS, SHAREHOLDER CAN ONLY FILL OUT THIS FIELD IF HE HAS BEEN   THE OWNER, WITHOUT INTERRUPTION, OF THE SHARES WITH WHICH HE OR SHE IS VOTING DURING THE THREE MONTHS IMMEDIATELY PRIOR TO THE HOLDING OF THE GENERAL       MEETING. VINICIUS MORENO",NULL,NULL,3/4/2024 8:19,NULL
