PROPOSAL_LONGTEXT,Research_Issue_Code
AMENDMENTS TO THE COMPANY S RELEVANT GOVERNANCE SYSTEMS: AMENDMENTS TO THE    COMPANY S RULES OF PROCEDURE GOVERNING SHAREHOLDERS  GENERAL MEETINGS,6193
APPROVAL OF REMUNERATION FOR DIRECTOR,5500
RE-ELECT JIM SHARP AS DIRECTOR,5100
TO APPROVE THE APPOINTMENT OF MR. DINESH KANABAR (DIN 00003252) AS AN         INDEPENDENT DIRECTOR ON THE BOARD OF THE COMPANY,5100
APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,5500
"APPROVAL OF THE PARENT COMPANY FINANCIAL STATEMENTS FOR THE YEAR ENDED        30/09/2023, NON-DEDUCTIBLE EXPENSES AND PAYABLE TO THE DIRECTORS",5031
APPROPRIATION OF PROFIT FOR THE YEAR ENDED 30/09/2023,5000
POWERS WITH REGARD TO FORMALITIES,5750
"READING, DISCUSSION AND APPROVAL OF THE FINANCIAL STATEMENTS ISSUED FOR 2023",5030
PLAN FOR THE SHARE REPURCHASE BY MEANS OF CENTRALIZED BIDDING: ARRANGEMENT    FOR CANCELLATION OR TRANSFER OF THE REPURCHASED SHARES ACCORDING TO LAWS AND  REGULATIONS,5838
2024 RESTRICTED STOCK INCENTIVE PLAN (DRAFT) AND ITS SUMMARY,5312
"PLAN FOR THE SHARE REPURCHASE BY MEANS OF CENTRALIZED BIDDING: PURPOSE,       NUMBER AND PERCENTAGE TO THE TOTAL CAPITAL OF SHARES TO BE REPURCHASED",5838
PLAN FOR THE SHARE REPURCHASE BY MEANS OF CENTRALIZED BIDDING: ESTIMATED      CHANGES IN EQUITIES OF THE COMPANY AFTER SHARE REPURCHASE,5838
REPURCHASE AND CANCELLATION OF LOCKED RESTRICTED STOCKS GRANTED TO SOME PLAN  PARTICIPANTS UNDER THE 2023 1ST PHASE RESTRICTED STOCK INCENTIVE PLAN,5838
AMENDMENTS TO THE COMPANY S ARTICLES OF ASSOCIATION AND HANDLING THE          INDUSTRIAL AND COMMERCIAL REGISTRATION AMENDMENT,6184
VOTING ON THE AMENDMENT TO ARTICLE (10) OF THE COMPANY S BY-LAWS RELATING TO  THE SALE OF SHARES OF AN UNSATISFIED VALUE,6180
Presentation and adoption of the audited Annual Report and discharge of Board of Directors and Executive Management.,5031
TO APPOINT THE AUDITORS OF THE CORPORATION FOR THE FORTHCOMING YEAR AND TO    AUTHORIZE THE DIRECTORS TO FIX THE AUDITORS  REMUNERATION,5220
TO CONSIDER AND APPROVE THE RESOLUTION ON THE ACQUISITION OF THE XILING GOLD  MINE EXPLORATION RIGHT BY THE COMPANY AND THE CONNECTED TRANSACTION,6200
ELECTION OF OUTSIDE DIRECTOR: GIM JI HONG,5100
ELECTION OF OUTSIDE DIRECTOR: YUN YEO SEON,5100
ELECTION OF INSIDE DIRECTOR KIM DAE YOUNG,5100
ELECTION OF AUDITOR: RE-ELECTION OF PRICEWATERHOUSECOOPERS STATSAUTORISERET   REVISIONSPARTNERSELSKAB AS AUDITOR OF THE ANNUAL AND CONSOLIDATED ACCOUNTS,5200
PROPOSAL TO RENEW AUTHORIZATION TO THE BOARD OF DIRECTORS TO PURCHASE         TREASURY SHARES OF THE COMPANY,5838
ELECTION OF OUTSIDE DIRECTOR BAK WON JU,5100
APPROVAL OF REMUNERATION FOR DIRECTOR,5500
RE-ELECTION OF PRICEWATERHOUSECOOPERS STATSAUTORISERET                        REVISIONSPARTNERSELSKAB,5200
RENEW THE STANDARD AUTHORIZATION TO THE BOARD OF DIRECTORS TO INCREASE THE    SHARE CAPITAL WITHOUT PRE-EMPTIVE RIGHTS,5802
"VOTING ON THE TRANSACTIONS AND CONTRACTS THAT WILL BE CONDUCTED BETWEEN THE   COMPANY AND MASDAR TECHNICAL SUPPLIES COMPANY, IN WHICH THE BOARD MEMBER MR.  RAED BIN IBRAHIM AL MUDAIHEEM HAS AN INDIRECT INTEREST IN IT, TO SELL PRODUCT BASED ON PURCHASE ORDER SUBMITTED BY ONE PARTY TO THE OTHER, THE TRANSACTION  PERIOD STARTS FROM 01/04/2024 AND ENDS ON 31/03/2025, WITHOUT PREFERENTIAL    CONDITIONS, NOTING THAT THE TOTAL TRANSACTIONS WHICH WAS DONE WITH THE        COMPANY IN THE PREVIOUS YEAR AMOUNTED TO SAR (235,564)",5740
ELECTION OF AUDITOR,5200
AUTHORIZING THE BOARD OF DIRECTORS TO DECIDE ON THE ISSUANCE OF SHARES AND    SPECIAL RIGHTS ENTITLING TO SHARES,5804
AMENDMENT OF THE ARTICLES OF ASSOCIATION,6185
"RE-ELECTION INDENPENDENT PROXY: REMO BAUMANN, LIC IUR. LAWYER",5770
ELECTION OF THE FISCAL COUNCIL: CANDIDATES APPOINTED BY PREFERRED             SHAREHOLDERS - SEPARATE ELECTION: AVA COHN / JOSE LUIS ELIAS,5136
DOWNWARD ADJUSTMENT OF CONVERSION PRICE OF OLYMPIC CONVERTIBLE BOND AND       AUTHORIZATION TO THE BOARD TO HANDLE RELEVANT MATTERS,6395
2024 RESTRICTED STOCK INCENTIVE PLAN (DRAFT) AND ITS SUMMARY,5312
ELECTION OF OUTSIDE DIRECTOR I WON JAE,5100
DETERMINING THE ATTENDANCE ALLOWANCES AND THE TRANSPORTATION EXPENSES OF THE  BOARD MEMBERS FOR THE YEAR 2024,5505
PRESENTATION AND ADOPTION OF THE AUDITED ANNUAL REPORT AND DISCHARGE OF BOARD OF DIRECTORS AND EXECUTIVE MANAGEMENT,5031
"THAT, SUBJECT TO THE PASSING OF RESOLUTION 3, THE GLOBAL SHARE CLASS MEETING  RESOLUTION AND UK EQUITY SHARE CLASS MEETING RESOLUTION AT EACH OF THE        RELEVANT CLASS MEETINGS TO BE HELD AT 2.45 P.M. AND 3.00 P.M. RESPECTIVELY ON 27 MARCH 2024 (OR ANY ADJOURNMENT THEREOF) AND SATISFACTION OF ANY CONDITIONS OF THE TENDER OFFERS IN ACCORDANCE WITH PART 4 OF THE CIRCULAR, AND IN        RELATION TO THE TENDER OFFER FOR BALANCED RISK SHARES ONLY, SUBJECT TO THE    PASSING OF THE BALANCED RISK SHARE CLASS MEETING RESOLUTION AT THE BALANCED   RISK SHARE CLASS MEETING TO BE HELD AT 3.15 P.M. ON 27 MARCH 2024 (OR ANY     ADJOURNMENT THEREOF); 7.1 WITHOUT PREJUDICE TO AND IN ADDITION TO, AND NOT IN SUBSTITUTION FOR, ANY EXISTING AUTHORITIES, THE COMPANY BE AND HEREBY ARE     AUTHORISED FOR THE PURPOSE OF SECTION 701 OF THE COMPANIES ACT TO MAKE MARKET PURCHASES (WITHIN THE MEANING OF SECTION 693 OF THE COMPANIES ACT) OF ITS     BALANCED RISK SHARES OF 1 PENCE EACH (TOGETHER THE SHARES): (A) THE MAXIMUM   NUMBER OF SHARES HEREBY AUTHORISED TO BE PURCHASED IS 4,100,000 BALANCED RISK SHARES. (B) THE PRICE WHICH SHALL BE PAID FOR A SHARE SHALL BE THE TENDER     PRICE (AS DEFINED IN THE CIRCULAR) (WHICH SHALL BE BOTH THE MAXIMUM AND THE   MINIMUM PRICE FOR THE PURPOSES OF SECTION 701 OF THE COMPANIES ACT); AND (C)  UNLESS PREVIOUSLY RENEWED, REVOKED OR VARIED THE AUTHORITY HEREBY CONFERRED   SHALL EXPIRE AT MIDNIGHT ON 30 JUNE 2024 SAVE THAT THE COMPANY MAY BEFORE     SUCH EXPIRY MAKE A CONTRACT OR CONTRACTS TO PURCHASE SHARES UNDER THE         AUTHORITY HEREBY CONFERRED PRIOR TO THE EXPIRY OF SUCH AUTHORITY WHICH WILL   OR MAY BE COMPLETED OR EXECUTED WHOLLY OR PARTLY AFTER SUCH EXPIRY AND MAY    MAKE A PURCHASE OF SHARES IN PURSUANCE OF ANY SUCH CONTRACT OR CONTRACTS",5839
"APPROVE REMUNERATION OF DIRECTORS IN THE AMOUNT OF EUR 137,500 FOR CHAIRMAN,  EUR 73,500 FOR VICE CHAIRMAN, AND EUR 55,600 FOR OTHER DIRECTORS; APPROVE     REMUNERATION FOR COMMITTEE WORK; APPROVE MEETING FEES",5505
PROPOSAL ON THE COMPANY S REMUNERATION POLICY,5605
"VOTING ON THE TRANSACTIONS AND CONTRACTS THAT WILL BE CONDUCTED BETWEEN THE   COMPANY AND AL-RASHED ABDUL RAHAMAN AL-RASHED AND SONS FACTORY COMPANY, IN    WHICH THE BOARD MEMBER MR. KHALED BIN ABDULLAH AL-SHAMI HAS AN INDIRECT       INTEREST IN IT, TO SELL PRODUCT BASED ON PURCHASE ORDER SUBMITTED BY ONE      PARTY TO THE OTHER, THE TRANSACTION PERIOD STARTS 01/04/2024 AND ENDS ON      31/03/2025, WITHOUT ANY PREFERENTIAL TREATMENT, NOTING THAT THERE WERE NO     TRANSACTION WITH THE COMPANY DURING THE FINANCIAL YEAR 2023",5740
RESOLUTION ON THE REMUNERATION OF THE MEMBERS OF THE BOARD OF DIRECTORS,5505
RESOLUTION ON THE REMUNERATION OF THE AUDITOR,5230
RATIFY KPMG AS AUDITORS,5200
APPROVE MERGER BY ABSORPTION OF AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF SICAV MULTI UNITS FRANCE BY AMUNDI RUSSELL 1000 GROWTH UCITS ETF OF ICAV AMUNDI ETF,6200
APPOINTMENT OF MR. FABRICE AUMONT (DIN 10465933) AS NON-EXECUTIVE AND         NON-INDEPENDENT DIRECTOR ON THE BOARD OF THE COMPANY,5100
ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS FOR THE FISCAL YEAR ENDED   31/12/2023,5030
PLAN FOR THE SECOND REPURCHASE OF SOME SHARES: SHARE REPURCHASE METHOD AND    PRICE RANGE OF SHARES TO BE REPURCHASED,5838
PLAN FOR THE REPURCHASE OF SHARES BY MEANS OF CENTRALIZED BIDDING: VALID      PERIOD OF THE RESOLUTION,5838
AMENDMENTS TO THE COMPANY S SOME SYSTEMS II,6193
ELECTION OF OUTSIDE DIRECTOR WHO IS AN AUDIT COMMITTEE MEMBER YUN SANG JIK,5100
THE BOD ANNUAL REPORT FOR THE YEAR 2023 AND THE CORPORATE GOVERNANCE REPORT   WITH EXTERNAL AUDITORS REPORT ON IT,5032
DISCLAIMER OF THE MEMBERS OF THE BOARD OF THE DIRECTORS FOR THE FINANCIAL     YEAR ENDING ON 31/12/2023,5700
RE-ELECTION OF JUKKA PEKKA PERTOLA,5100
"VOTING ON THE TRANSACTIONS AND CONTRACTS THAT WILL BE CONDUCTED BETWEEN THE   COMPANY AND THE SAUDI COMPANY FOR ELECTRICAL AND MECHANICAL BUSINESS SERVICE, IN WHICH THE BOARD MEMBER MR. KHALED BIN ABDULLAH AL-SHAMI HAS AN INDIRECT    INTEREST IN IT, TO SELL PRODUCT BASED ON PURCHASE ORDER SUBMITTED BY ONE      PARTY TO THE OTHER, THE TRANSACTION PERIOD STARTS FROM 01/04/2024 AND ENDS ON 31/03/2025, WITHOUT PREFERENTIAL CONDITIONS, NOTING THAT THERE WERE NO        DEALINGS WITH IT DURING THE FINANCIAL YEAR 2023",5740
RE-APPOINTMENT OF MS. PRIYA PAUL (DIN: 00051215) AS AN INDEPENDENT DIRECTOR,5100
Amend Articles to: Amend the Articles Related to the Delisting of the         Company s Stock,6184
RATIFY DELOITTE AS AUTHORIZED SUSTAINABILITY AUDITORS,5210
RE-ELECTION OF DR. ANDERS GERSEL PEDERSEN,5100
"THAT, SUBJECT TO THE PASSING OF EACH OF THE CLASS MEETING RESOLUTIONS AT EACH OF THE RELEVANT CLASS MEETINGS TO BE HELD AT 2.45 P.M., 3.00 P.M., 3.15 P.M.  AND 3,30 P.M. RESPECTIVELY ON 27 MARCH 2024 (OR ANY ADJOURNMENT THEREOF) AND  ADMISSION OF THE RESULTING GLOBAL SHARES TO LISTING ON THE PREMIUM LISTING    CATEGORY OF THE OFFICIAL LIST AND TO TRADING ON THE MAIN MARKET OF THE LONDON STOCK EXCHANGE, 1.1 EACH UK EQUITY SHARE OF 1 PENCE NOMINAL VALUE IN THE      CAPITAL OF THE COMPANY HELD BY EACH UK EQUITY SHAREHOLDER BE RECLASSIFIED AS: (I) SUCH NUMBER OF GLOBAL SHARES AS SHALL BE REQUIRED IN ACCORDANCE WITH THE  CALCULATION RATIO OR AS NEAR THERETO AS THE DIRECTORS DETERMINE IS            PRACTICABLE ROUNDED DOWN TO THE NEAREST WHOLE NUMBER (PROVIDED THAT ANY       ASSETS REPRESENTING A FRACTION OF A SHARE WILL BE RETAINED BY THE COMPANY AND REPRESENT AN ACCRETION TO ITS ASSETS) AND (II) SUCH NUMBER OF DEFERRED SHARES OF 1 PENCE NOMINAL VALUE EACH AS SHALL BE REQUIRED AS A RESULT OF THE         CALCULATION RATIO; 1.2 EACH BALANCED RISK SHARE OF 1 PENCE NOMINAL VALUE IN   THE CAPITAL OF THE COMPANY HELD BY EACH BALANCED RISK SHAREHOLDER BE          RECLASSIFIED AS: (I) SUCH NUMBER OF GLOBAL SHARES AS SHALL BE REQUIRED IN     ACCORDANCE WITH THE CALCULATION RATIO OR AS NEAR THERETO AS THE DIRECTORS     DETERMINE IS PRACTICABLE ROUNDED DOWN TO THE NEAREST WHOLE NUMBER (PROVIDED   THAT ANY ASSETS REPRESENTING A FRACTION OF A SHARE WILL BE RETAINED BY THE    COMPANY AND REPRESENT AN ACCRETION TO ITS ASSETS) AND (II) SUCH NUMBER OF     DEFERRED SHARES OF 1 PENCE NOMINAL VALUE EACH AS SHALL BE REQUIRED AS A       RESULT OF THE CALCULATION RATIO; 1.3 EACH MANAGED LIQUIDITY SHARE OF 1 PENCE  NOMINAL VALUE IN THE CAPITAL OF THE COMPANY HELD BY EACH MANAGED LIQUIDITY    SHAREHOLDER BE RECLASSIFIED AS: (I) SUCH NUMBER OF GLOBAL SHARES AS SHALL BE  REQUIRED IN ACCORDANCE WITH THE CALCULATION RATIO OR AS NEAR THERETO AS THE   DIRECTORS DETERMINE IS PRACTICABLE ROUNDED DOWN TO",6290
APPROVAL OF LIMIT OF REMUNERATION FOR DIRECTORS,5500
ELECTION OF A NON-PERMANENT DIRECTOR TANAKA JONATHAN MASWOSWE),5100
DECISION ON REMUNERATION TO THE MEMBERS OF THE BOARD OF DIRECTORS FOR THE     YEAR 2024,5505
ELECTION OF THE BOARD OF DIRECTOR - PROPOSAL FOR APPOINTMENTS OF MEMBER TO    THE BOARD OF DIRECTORS: PROPOSAL FOR APPOINTMENT OF ARNAR THOR MASSON,5100
THE AUDITORS REPORT OF THE FINANCIAL STATEMENTS FOR FINANCIAL YEAR ENDED      31/12/2023,5030
ELECTION OF INSIDE DIRECTOR BAK GI TAE,5100
ELECTION OF INSIDE DIRECTOR BAK JONG MUN,5100
ELECTION OF AUDIT COMMITTEE MEMBER HWANG I SEOK,5130
REVIEW AND APPROVE THE BOARD OF DIRECTORS  REPORT ON THE COMPANY S ACTIVITIES AND ITS FINANCIAL POSITION FOR THE FINANCIAL YEAR ENDED 31 DECEMBER 2023,5032
"VOTING ON APPOINTING AN EXTERNAL AUDITOR FOR THE COMPANY AMONG THOSE NOMINEES BASED ON THE RECOMMENDATION OF THE AUDIT COMMITTEE TO EXAMINE, REVIEW, AND    AUDIT THE FINANCIAL STATEMENTS FOR THE SECOND AND THIRD QUARTERS AND AUDIT    ANNUAL FINANCIAL STATEMENTS OF THE FINANCIAL YEAR 2024 AND THE FIRST QUARTER  OF THE FINANCIAL YEAR 2025 AND DETERMINE THEIR FEES",5220
"VOTING ON THE TRANSACTIONS AND CONTRACTS THAT WILL BE CONDUCTED BETWEEN THE   COMPANY AND AL-MUHANNA TRADING COMPANY, IN WHICH THE BOARD MEMBER MR. MUHANNA ABDULAH AL-MUHANNA HAS AN INDIRECT INTEREST IN IT, TO SELL PRODUCT BASED ON   PURCHASE ORDER SUBMITTED BY ONE PARTY TO THE OTHER, THE TRANSACTION PERIOD    STARTS FROM 01/04/2024 AND ENDS ON 31/03/2025, WITHOUT PREFERENTIAL           CONDITIONS, NOTING THAT THE TOTAL TRANSACTIONS WHICH TOOK PLACE WITH THE      COMPANY IN THE PREVIOUS YEAR AMOUNTED TO SAR (146,771,883)",5740
ACCEPT FINANCIAL STATEMENTS AND STATUTORY REPORTS,5030
REELECT CLAUDE CORNAZ AS DIRECTOR,5100
REAPPOINT JENS BREU AS MEMBER OF THE NOMINATION AND COMPENSATION COMMITTEE,5130
APPOINTMENT OF MR. RATHINDRA NATH BASU (DIN 01192973) AS NON-EXECUTIVE AND    INDEPENDENT DIRECTOR ON THE BOARD OF THE COMPANY,5100
PLAN FOR THE SECOND REPURCHASE OF SOME SHARES: THE SHARE REPURCHASE SATISFIES RELEVANT CONDITIONS,5838
CHANGE OF DIRECTORS,5100
"APPROVAL FOR GRANT OF STOCK OPTIONS TO THE EMPLOYEES OF SUBSIDIARY COMPANIES, IN INDIA OR OUTSIDE INDIA, OF THE COMPANY UNDER JUBILANT INGREVIA EMPLOYEES   STOCK OPTION PLAN 2021",5340
APPROVAL OF REMUNERATION FOR DIRECTOR,5500
PROPOSAL TO GRANT THE BOARD OF DIRECTORS AN AUTHORIZATION TO PURCHASE OWN     SHARES CF. ART. 11.2 OF THE COMPANY S ARTICLES OF ASSOCIATION,5838
PROPOSALS FROM THE BOARD OF DIRECTOR: INDEMNIFICATION OF THE BOARD OF         DIRECTORS,5180
PAYMENT OF REMUNERATION TO MR. YASH GUPTA (DIN: 00299621),5500
PLAN FOR THE SECOND REPURCHASE OF SOME SHARES: SOURCE OF THE FUNDS TO BE USED FOR THE SHARE REPURCHASE,5838
PLAN FOR THE REPURCHASE OF SHARES BY MEANS OF CENTRALIZED BIDDING: TIME LIMIT OF THE SHARE REPURCHASE,5838
APPROVAL FOR AMENDMENT OF JUBILANT INGREVIA EMPLOYEES STOCK OPTION PLAN 2021,5310
ELECTION OF INSIDE DIRECTOR I WANG GEUN,5100
ELECTION OF AUDIT COMMITTEE MEMBER I WON JAE,5130
"THAT, SUBJECT TO THE PASSING OF RESOLUTION 2, THE GLOBAL SHARE CLASS MEETING  RESOLUTION AND UK EQUITY SHARE CLASS MEETING RESOLUTION AT EACH OF THE        RELEVANT CLASS MEETINGS TO BE HELD AT 2.45 P.M. AND 3.00 P.M. RESPECTIVELY ON 27 MARCH 2024 (OR ANY ADJOURNMENT THEREOF) AND SATISFACTION OF ANY CONDITIONS OF THE TENDER OFFERS IN ACCORDANCE WITH PART 4 OF THE CIRCULAR: 6.1 WITHOUT   PREJUDICE TO AND IN ADDITION TO, AND NOT IN SUBSTITUTION FOR, ANY EXISTING    AUTHORITIES, THE COMPANY BE AND HEREBY ARE AUTHORISED FOR THE PURPOSE OF      SECTION 701 OF THE COMPANIES ACT TO MAKE MARKET PURCHASES (WITHIN THE MEANING OF SECTION 693 OF THE COMPANIES ACT) OF ITS UK EQUITY SHARES OF 1 PENCE EACH  (TOGETHER THE SHARES): (A) THE MAXIMUM NUMBER OF SHARES HEREBY AUTHORISED TO  BE PURCHASED IS 10,000,000 UK EQUITY SHARES; (B) THE PRICE WHICH SHALL BE     PAID FOR A SHARE SHALL BE THE TENDER PRICE (AS DEFINED IN THE CIRCULAR)       (WHICH SHALL BE BOTH THE MAXIMUM AND THE MINIMUM PRICE FOR THE PURPOSES OF    SECTION 701 OF THE COMPANIES ACT); AND (C) UNLESS PREVIOUSLY RENEWED, REVOKED OR VARIED THE AUTHORITY HEREBY CONFERRED SHALL EXPIRE AT MIDNIGHT ON 30 JUNE  2024 SAVE THAT THE COMPANY MAY BEFORE SUCH EXPIRY MAKE A CONTRACT OR          CONTRACTS TO PURCHASE SHARES UNDER THE AUTHORITY HEREBY CONFERRED PRIOR TO    THE EXPIRY OF SUCH AUTHORITY WHICH WILL OR MAY BE COMPLETED OR EXECUTED       WHOLLY OR PARTLY AFTER SUCH EXPIRY AND MAY MAKE A PURCHASE OF SHARES IN       PURSUANCE OF ANY SUCH CONTRACT OR CONTRACTS",5839
APPROVE NEW REMUNERATION POLICY,5605
APPROVAL OF FINANCIAL STATEMENT,5031
ELECTION OF INSIDE DIRECTOR KIM SANG HOON,5100
AMENDMENT OF ARTICLES OF INCORPORATION,6184
APPROVAL OF FINANCIAL STATEMENTS,5031
"CONSIDER AND APPROVE THE RECOMMENDATION OF THE BOARD OF DIRECTORS CONCERNING  A CASH DIVIDEND DISTRIBUTION OF AED 618,750,000 AMOUNTING TO APPROXIMATELY    AED 0.75 FOR THE FINANCIAL YEAR ENDED 31 DECEMBER 2023",5000
AUTHORIZATION TO THE BOARD OF DIRECTORS TO ACQUIRE TREASURY SHARES,5838
CHANGE OF THE PURPOSE OF REPURCHASED SHARES FOR CANCELLATION,6395
RENOMINATE JENS BREU AS CANDIDATE AT THE SPECIAL MEETING OF HOLDERS OF BEARER SHARES,5145
APPROVE REMUNERATION OF DIRECTORS FOR THE FISCAL YEAR ENDED 31/12/2023,5500
AMENDMENTS TO THE COMPANY S ARTICLES OF ASSOCIATIONS,6184
AUTHORIZATION TO THE BOARD TO HANDLE MATTERS REGARDING THE 2024 RESTRICTED    STOCK INCENTIVE PLAN,5750
"TO APPROVE, CONFIRM AND RATIFY IN ALL RESPECTS THE TERMS OF THE TERMS OF THE  PURCHASE FRAMEWORK AGREEMENT ENTERED INTO BETWEEN CHINA RAMBLE PAPER COMPANY  LIMITED (AS SPECIFIED) AND XIAMEN C&D PAPER & PULP GROUP CO., LTD. (AS        SPECIFIED) ON 2 JANUARY 2024 (THE PURCHASE FRAMEWORK AGREEMENT), THE          TRANSACTIONS CONTEMPLATED UNDER THE PURCHASE FRAMEWORK AGREEMENT AND THE      PROPOSED ANNUAL CAPS UNDER THE PURCHASE FRAMEWORK AGREEMENT FOR THE YEARS     ENDING 31 DECEMBER 2024, 2025 AND 2026 AS DESCRIBED IN THE CIRCULAR OF THE    COMPANY DATED 19 FEBRUARY 2024; AND TO AUTHORIZE ANY DIRECTOR OF THE COMPANY  BE AND IS HEREBY AUTHORISED TO TAKE ANY STEP AND EXECUTE SUCH OTHER DOCUMENTS AS THEY CONSIDER NECESSARY, DESIRABLE OR EXPEDIENT TO CARRY OUT OR GIVE       EFFECT TO OR OTHERWISE IN CONNECTION WITH THE PURCHASE FRAMEWORK AGREEMENT OR THE TRANSACTIONS CONTEMPLATED THEREUNDER",6220
PROPOSALS FROM THE BOARD OF DIRECTOR: APPROVAL OF THE BOARD OF DIRECTORS      REMUNERATION FOR 2024,5505
PROPOSALS FROM THE BOARD OF DIRECTOR: AMENDMENT OF THE ARTICLES OF            ASSOCIATION (INDEMNIFICATION SCHEME),6185
APPROVE REMUNERATION OF AUDITORS,5230
APPOINTING AUDITOR FOR FINANCIAL YEAR ENDING 31/12/2024 AND DETERMINING HIS   FEES,5220
ELECTION OF OUTSIDE DIRECTOR JUNG JAEN YEON,5100
APPROVAL OF REMUNERATION FOR DIRECTOR,5500
APPROVAL OF REMUNERATION FOR DIRECTOR,5500
APPROVAL OF FINANCIAL STATEMENTS,5031
ELECTION OF AUDIT COMMITTEE MEMBER YUN YUN JIN,5130
RE-ELECTION OF KLAUS HOLSE,5100
VOTING ON AUTHORIZING THE BOARD OF DIRECTORS TO DISTRIBUTE INTERIM DIVIDENDS  TO SHAREHOLDERS ON BIANNUAL OR QUARTERLY BASIS FOR THE FINANCIAL YEAR 2024,5000
REAPPOINT CLAUDE CORNAZ AS MEMBER OF THE NOMINATION AND COMPENSATION          COMMITTEE,5130
DISCHARGE THE AUDITORS FROM THE LIABILITY FOR THE FINANCIAL YEAR ENDED 31     DECEMBER 2023 OR DISMISS THEM AND FILE CLAIM AGAINST THEM,5250
"RELATED PARTY TRANSACTIONS WITH GRID SOLUTIONS MIDDLE EAST FZE RELATING TO    SALE AND PURCHASE OF GOODS AND/OR MATERIALS, INCLUDING PROJECT RELATED        SERVICES",5740
"RELATED PARTY TRANSACTIONS WITH GRID SOLUTIONS SAS RELATING TO SALE AND       PURCHASE OF GOODS AND/OR MATERIALS, INCLUDING PROJECT RELATED SERVICES",5740
AMENDMENTS TO AND FORMULATION OF THE COMPANY S GOVERNANCE SYSTEMS: AMENDMENTS TO THE CONNECTED TRANSACTION MANAGEMENT SYSTEM,6193
2024 RESTRICTED STOCK INCENTIVE PLAN (DRAFT) AND ITS SUMMARY,5312
PLAN FOR THE REPURCHASE OF SHARES BY MEANS OF CENTRALIZED BIDDING: PURPOSE OF THE SHARE REPURCHASE,5838
Rudy Pimentel*,100
RE-ELECTION OF ROLF HOFFMANN,5100
RE-ELECTION OF DR. PAOLO PAOLETTI,5100
ELECTION OF AUDITOR: ELECTION OF DELOITTE STATSAUTORISERET                    REVISIONSPARTNERSELSKAB,5200
THE FINANCIAL STATEMENTS FOR FINANCIAL YEAR ENDED 31/12/2023,5030
ELECTION OF OUTSIDE DIRECTOR YUN YUN JIN,5100
ELECTION OF OUTSIDE DIRECTOR CHOE HYEON MAN,5100
RESOLUTION ON THE USE OF THE PROFIT SHOWN ON THE BALANCE SHEET AND THE        PAYMENT OF DIVIDEND,5000
REELECT JENS BREU AS DIRECTOR,5100
PROPOSALS FROM THE BOARD OF DIRECTOR: AUTHORIZATIONS TO THE BOARD OF          DIRECTORS TO INCREASE THE SHARE CAPITAL OF THE COMPANY AND TO LET THE COMPANY ISSUE CONVERTIBLE DEBT INSTRUMENTS,5809
To approve on an advisory (non-binding) basis the compensation that may be paid or become payable to PGTI s named executive officers that is based on or otherwise relates to the merger (referred to as the  merger-related compensation proposal ),110
ADOPTION OF DONATIONS PAID DURING THE FINANCIAL YEAR 2023 AND AUTHORIZE THE   BOARD OF DIRECTORS TO DONATE DURING FINANCIAL YEAR 2024,6310
ELECTION OF AUDIT COMMITTEE MEMBER JUNG JAEN YEON,5130
ELECTION OF OUTSIDE DIRECTOR WHO IS AN AUDIT COMMITTEE MEMBER GANG JIN A,5100
AMENDMENT OF ARTICLES OF INCORPORATION,6185
"APPROVE THE AMENDMENT TO ARTICLE NO. (2) OF THE ARTICLES OF ASSOCIATION OF    THE COMPANY, RELATING TO THE COMPANY S NAME, TO BE  NMDC GROUP  AFTER THE     CHANGE, AS PUBLISHED AT THE COMPANY S PAGE AT ADX AND UPLOADED TO THE         COMPANY S WEBSITE UNDER THE FOLLOWING LINK: HTTP://NMDC.COM",6180
ELECTION OF KIM VEJLBY HANSEN,5100
"VOTING ON THE TRANSACTIONS AND CONTRACTS THAT WILL BE CONDUCTED BETWEEN THE   COMPANY AND MASDAR HARDWARE COMPANY, IN WHICH THE BOARD MEMBER MR. RAED BIN   IBRAHIM AL MUDAIHEEM HAS AN INDIRECT INTEREST IN IT, TO SELL PRODUCT BASED ON PURCHASE ORDER SUBMITTED BY ONE PARTY TO THE OTHER, THE TRANSACTION PERIOD    STARTS FROM 01/04/2024 AND ENDS ON 31/03/2025, WITHOUT PREFERENTIAL           CONDITIONS, NOTING THAT THE TOTAL TRANSACTIONS THAT TOOK PLACE WITH THE       COMPANY IN THE PREVIOUS YEAR AMOUNTED TO SAR (51,306)",5740
DISCHARGE THE MEMBERS OF THE BOARD OF DIRECTORS FROM LIABILITY FOR THE        FINANCIAL YEAR ENDED 31 DECEMBER 2023 OR DISMISS THEM AND FILE CLAIM AGAINST  THEM,5700
APPROVE AUTHORIZED SUSTAINABILITY REMUNERATION OF AUDITORS,5211
"PROPOSAL, DISCUSSION AND, WHERE APPROPRIATE, APPROVAL OF THE FISCAL RESULT    AND, WHERE APPROPRIATE, ITS DISTRIBUTION REGARDING THE FISCAL YEAR 2023.      RESOLUTIONS IN THIS REGARD",9999
2024 ESTIMATED GUARANTEE QUOTA FOR WHOLLY-OWNED SUBSIDIARIES,5960
